BEYOND,#genre#
天地初开情已在,http://em.21dtv.com/songs/60041785.mkv
天地无药,http://em.21dtv.com/songs/60093208.mkv
听了一夜的雨,http://em.21dtv.com/songs/60085799.mkv
他们对我说起你,http://em.21dtv.com/songs/60112244.mkv
天堂的火花,http://em.21dtv.com/songs/60156608.mkv
天塌下来也能睡,http://em.21dtv.com/songs/60161952.mkv
天堂小说,http://em.21dtv.com/songs/60042115.mkv
我爱大自然,http://em.21dtv.com/songs/60093211.mkv
我爱雀斑(HD演唱会),http://em.21dtv.com/songs/60044668.mkv
吻别(演唱会),http://em.21dtv.com/songs/60044404.mkv
无边的思忆(演唱会),http://em.21dtv.com/songs/60047061.mkv
忘不了您(演唱会),http://em.21dtv.com/songs/60043503.mkv
我不是一个好男人,http://em.21dtv.com/songs/60084015.mkv
玩的格言(无原唱),http://em.21dtv.com/songs/60043161.mkv
我的生命我的爱,http://em.21dtv.com/songs/60045207.mkv
我的小村庄,http://em.21dtv.com/songs/60061680.mkv
无悔一生,http://em.21dtv.com/songs/60130759.mkv
网路情迷,http://em.21dtv.com/songs/60043383.mkv
网路情迷(演唱会),http://em.21dtv.com/songs/60043382.mkv
无名份的结束,http://em.21dtv.com/songs/60047239.mkv
我们路建人,http://em.21dtv.com/songs/60150106.mkv
无声的信笺(演唱会),http://em.21dtv.com/songs/60047419.mkv
握手言和,http://em.21dtv.com/songs/60149252.mkv
我心如雷(演唱会),http://em.21dtv.com/songs/60046449.mkv
无需要,http://em.21dtv.com/songs/60047510.mkv
无言感激,http://em.21dtv.com/songs/60047531.mkv
午夜皇后,http://em.21dtv.com/songs/60047708.mkv
午夜丽人(演唱会),http://em.21dtv.com/songs/60047717.mkv
我做得到(演唱会),http://em.21dtv.com/songs/60047011.mkv
我真的和他们不同,http://em.21dtv.com/songs/60046855.mkv
我在乎,http://em.21dtv.com/songs/60046776.mkv
雾之恋,http://em.21dtv.com/songs/60047857.mkv
我这一生的伴,http://em.21dtv.com/songs/60046848.mkv
喜爱,http://em.21dtv.com/songs/60048102.mkv
小风波(演唱会),http://em.21dtv.com/songs/60049554.mkv
香港香港(演唱会),http://em.21dtv.com/songs/60048913.mkv
邂逅,http://em.21dtv.com/songs/60050099.mkv
邂逅(演唱会),http://em.21dtv.com/songs/60050097.mkv
心经(演唱会),http://em.21dtv.com/songs/60050314.mkv
笑看人生,http://em.21dtv.com/songs/60049936.mkv
笑看人生(演唱会),http://em.21dtv.com/songs/60049934.mkv
星球本色(演唱会),http://em.21dtv.com/songs/60051097.mkv
夏日寒风,http://em.21dtv.com/songs/60048376.mkv
夏日寒风(演唱会),http://em.21dtv.com/songs/60048375.mkv
相识非偶然,http://em.21dtv.com/songs/60048710.mkv
相识非偶然(演唱会),http://em.21dtv.com/songs/60048708.mkv
小珊瑚,http://em.21dtv.com/songs/60049725.mkv
小说人生(演唱会),http://em.21dtv.com/songs/60049752.mkv
心痛,http://em.21dtv.com/songs/60050600.mkv
像我这样的朋友,http://em.21dtv.com/songs/60049402.mkv
小幸运,http://em.21dtv.com/songs/60157823.mkv
星夜的呼唤,http://em.21dtv.com/songs/60151098.mkv
下雨晚上(演唱会),http://em.21dtv.com/songs/60048351.mkv
幸运星,http://em.21dtv.com/songs/60051427.mkv
拥抱(演唱会),http://em.21dtv.com/songs/60054565.mkv
永不想你,http://em.21dtv.com/songs/60093212.mkv
永不想您(演唱会),http://em.21dtv.com/songs/60054628.mkv
也曾相识,http://em.21dtv.com/songs/60052422.mkv
一点光,http://em.21dtv.com/songs/60066517.mkv
移动人,http://em.21dtv.com/songs/60166777.mkv
一定要爱你,http://em.21dtv.com/songs/60052872.mkv
yes i do,http://em.21dtv.com/songs/60070422.mkv
一个永远不好的伤口(演唱会),http://em.21dtv.com/songs/60053121.mkv
杨花,http://em.21dtv.com/songs/60102748.mkv
艺海浮台,http://em.21dtv.com/songs/60135758.mkv
银河岁月,http://em.21dtv.com/songs/60108893.mkv
缘尽爱更痴,http://em.21dtv.com/songs/60056097.mkv
原来爱是这样,http://em.21dtv.com/songs/60071473.mkv
原来爱是这样(HD),http://em.21dtv.com/songs/10012832.mkv
有泪不轻流(演唱会),http://em.21dtv.com/songs/60055168.mkv
一路到天涯,http://em.21dtv.com/songs/60053274.mkv
约你(演唱会),http://em.21dtv.com/songs/60056267.mkv
一片天,http://em.21dtv.com/songs/60053344.mkv
友情相关照(演唱会),http://em.21dtv.com/songs/60055069.mkv
用去最后那半分温柔,http://em.21dtv.com/songs/60054888.mkv
一千种记忆,http://em.21dtv.com/songs/60053420.mkv
依然在,http://em.21dtv.com/songs/60054010.mkv
一双翅膀,http://em.21dtv.com/songs/60053689.mkv
一双翅膀(演唱会),http://em.21dtv.com/songs/60053688.mkv
一世风云(演唱会),http://em.21dtv.com/songs/60053653.mkv
一首歌一个故事(演唱会),http://em.21dtv.com/songs/60053680.mkv
愿世界和平,http://em.21dtv.com/songs/60093210.mkv
雨丝情愁(演唱会),http://em.21dtv.com/songs/60055701.mkv
一生至爱,http://em.21dtv.com/songs/60093203.mkv
一生只有一次,http://em.21dtv.com/songs/60130758.mkv
一生中最爱(演唱会),http://em.21dtv.com/songs/60053636.mkv
遥望,http://em.21dtv.com/songs/60052309.mkv
用心爱你你不懂,http://em.21dtv.com/songs/60054905.mkv
雨夜的浪漫,http://em.21dtv.com/songs/60055721.mkv
雨夜的浪漫(演唱会),http://em.21dtv.com/songs/60055720.mkv
友谊永在,http://em.21dtv.com/songs/60166376.mkv
样样做到好,http://em.21dtv.com/songs/60149597.mkv
最爱的你(演唱会),http://em.21dtv.com/songs/60060065.mkv
最爱笑的人,http://em.21dtv.com/songs/60060110.mkv
知不知,http://em.21dtv.com/songs/60058638.mkv
再等几天(演唱会),http://em.21dtv.com/songs/60056746.mkv
知道又如何,http://em.21dtv.com/songs/60058658.mkv
重叠震撼(演唱会),http://em.21dtv.com/songs/60059095.mkv
在乎,http://em.21dtv.com/songs/60057055.mkv
在乎(演唱会),http://em.21dtv.com/songs/60057052.mkv
醉红色的(演唱会),http://em.21dtv.com/songs/60060495.mkv
再见吧浪漫(无原唱),http://em.21dtv.com/songs/60056835.mkv
最佳拍挡,http://em.21dtv.com/songs/60060323.mkv
最佳拍挡(无原唱),http://em.21dtv.com/songs/60060322.mkv
再见亦是泪,http://em.21dtv.com/songs/60056915.mkv
再见亦是泪(演唱会),http://em.21dtv.com/songs/60056914.mkv
最酷的天才,http://em.21dtv.com/songs/60130760.mkv
怎可忘记,http://em.21dtv.com/songs/60057340.mkv
这里还有我,http://em.21dtv.com/songs/60152630.mkv
左麟右里,http://em.21dtv.com/songs/60060645.mkv
真实的谎言,http://em.21dtv.com/songs/60058199.mkv
这世界已疯癫,http://em.21dtv.com/songs/60057839.mkv
浊世漩涡,http://em.21dtv.com/songs/60166776.mkv
站台,http://em.21dtv.com/songs/60084527.mkv
知心当玩偶,http://em.21dtv.com/songs/60058678.mkv
珍惜的珍惜(演唱会),http://em.21dtv.com/songs/60057992.mkv
只想孤单一个自己(演唱会),http://em.21dtv.com/songs/60058470.mkv
自选角度,http://em.21dtv.com/songs/60059739.mkv
自选角度(演唱会),http://em.21dtv.com/songs/60059738.mkv
只想你开心,http://em.21dtv.com/songs/60093207.mkv
只有你,http://em.21dtv.com/songs/60058598.mkv
只有知心一个,http://em.21dtv.com/songs/60058623.mkv
珍重(演唱会),http://em.21dtv.com/songs/60058004.mkv

王菲,#genre#
爱不可及,http://em.21dtv.com/songs/50001178.mkv
爱的隧道,http://em.21dtv.com/songs/60102457.mkv
爱侣,http://em.21dtv.com/songs/60007725.mkv
暧昧,http://em.21dtv.com/songs/60009302.mkv
暧昧(演唱会),http://em.21dtv.com/songs/60009298.mkv
阿曼尼极品超强HOUSE电音高音质嗨串,http://em.21dtv.com/songs/60146976.mkv
爱你的方式,http://em.21dtv.com/songs/60098551.mkv
阿娘哈细腰,http://em.21dtv.com/songs/60135314.mkv
爱上你给的痛,http://em.21dtv.com/songs/60090464.mkv
爱是一颗幸福的子弹,http://em.21dtv.com/songs/60008811.mkv
阿修罗,http://em.21dtv.com/songs/60006838.mkv
暗涌,http://em.21dtv.com/songs/60009410.mkv
爱有什么不好,http://em.21dtv.com/songs/60087928.mkv
爱与痛的边缘,http://vodcdn.video.taobao.com/oss/ali-video/f5e79c70df75bdccf2714ed788764f58/video.m3u8
爱与痛的边缘(演唱会),http://em.21dtv.com/songs/60009134.mkv
阿兹海默,http://em.21dtv.com/songs/60070445.mkv
爱着她又不能伤害你,http://em.21dtv.com/songs/60148253.mkv
彼岸(演唱会),http://em.21dtv.com/songs/60010392.mkv
彼岸花,http://em.21dtv.com/songs/60010397.mkv
不爱我的我不爱,http://em.21dtv.com/songs/60088318.mkv
爸爸,http://em.21dtv.com/songs/60102458.mkv
背包客,http://em.21dtv.com/songs/60071779.mkv
拜访春天,http://em.21dtv.com/songs/60009816.mkv
不该思念的人,http://em.21dtv.com/songs/60153315.mkv
别怪我把你删除,http://em.21dtv.com/songs/60153766.mkv
别怪我把你删除(DJ版)(无损),http://em.21dtv.com/songs/50000252.mkv
不换,http://em.21dtv.com/songs/60010495.mkv
变幻的世界在转,http://em.21dtv.com/songs/60103471.mkv
碧海情天,http://em.21dtv.com/songs/60010437.mkv
边界,http://em.21dtv.com/songs/60099360.mkv
北京北京,http://em.21dtv.com/songs/60155807.mkv
蹩脚的爱情,http://em.21dtv.com/songs/60095316.mkv
不经意间,http://em.21dtv.com/songs/60065859.mkv
北极之光,http://em.21dtv.com/songs/60010188.mkv
不留,http://em.21dtv.com/songs/60011234.mkv
百年孤寂,http://em.21dtv.com/songs/60009790.mkv
把你删除,http://em.21dtv.com/songs/60063951.mkv
不确定,http://em.21dtv.com/songs/60011308.mkv
把锁匙投进信箱,http://em.21dtv.com/songs/60093000.mkv
半途而废,http://em.21dtv.com/songs/60009903.mkv
不完美也要精彩,http://em.21dtv.com/songs/60011431.mkv
半袖(演唱会),http://em.21dtv.com/songs/60009904.mkv
不相识的约会,http://em.21dtv.com/songs/60011443.mkv
不需要抱着你,http://em.21dtv.com/songs/60091735.mkv
bye bye my love,http://em.21dtv.com/songs/60000756.mkv
哔一声之后,http://em.21dtv.com/songs/60010433.mkv
边走边唱,http://em.21dtv.com/songs/60102467.mkv
不再儿戏,http://em.21dtv.com/songs/60011731.mkv
尘埃,http://em.21dtv.com/songs/60127210.mkv
城堡,http://em.21dtv.com/songs/60098656.mkv
匆匆那年,http://em.21dtv.com/songs/50001177.mkv
偿还,http://em.21dtv.com/songs/60012292.mkv
翠湖寒,http://em.21dtv.com/songs/60091744.mkv
乘客,http://em.21dtv.com/songs/60012642.mkv
出路(演唱会),http://em.21dtv.com/songs/60012934.mkv
初恋的地方,http://em.21dtv.com/songs/60013008.mkv
初恋小镇,http://em.21dtv.com/songs/60148251.mkv
沧浪之歌,http://em.21dtv.com/songs/60107022.mkv
催眠,http://em.21dtv.com/songs/60013599.mkv
从明日开始(演唱会),http://em.21dtv.com/songs/60013551.mkv
春泥,http://em.21dtv.com/songs/60112823.mkv
从前,http://em.21dtv.com/songs/60013556.mkv
传奇(演唱会),http://em.21dtv.com/songs/60013122.mkv
尘世之歌第三乐章青春,http://em.21dtv.com/songs/60155087.mkv
窗台,http://em.21dtv.com/songs/60102465.mkv
尘土(演唱会),http://em.21dtv.com/songs/60012491.mkv
春天里,http://em.21dtv.com/songs/60013343.mkv
春天里(演唱会),http://em.21dtv.com/songs/60063007.mkv
错误,http://em.21dtv.com/songs/60013693.mkv
潮汐,http://em.21dtv.com/songs/60011881.mkv
初夏的房间,http://em.21dtv.com/songs/60013032.mkv
丑小鸭,http://em.21dtv.com/songs/60087927.mkv
春芽,http://em.21dtv.com/songs/60096752.mkv
存在,http://em.21dtv.com/songs/60155556.mkv
渡,http://em.21dtv.com/songs/60015881.mkv
读爱,http://em.21dtv.com/songs/60013726.mkv
对爱Say Goodbye,http://em.21dtv.com/songs/60131658.mkv
东北偏北,http://em.21dtv.com/songs/60101414.mkv
打错了(演唱会),http://em.21dtv.com/songs/60013754.mkv
多愁善感,http://em.21dtv.com/songs/60016111.mkv
等等,http://em.21dtv.com/songs/60153303.mkv
多得他(演唱会),http://em.21dtv.com/songs/60016115.mkv
di dar,http://em.21dtv.com/songs/60001222.mkv
di dar(演唱会),http://em.21dtv.com/songs/60001221.mkv
堕落,http://em.21dtv.com/songs/60016259.mkv
堕落(演唱会),http://em.21dtv.com/songs/60016258.mkv
读乐乐,http://em.21dtv.com/songs/60109123.mkv
多么完美的生活,http://em.21dtv.com/songs/60095204.mkv
的青春,http://em.21dtv.com/songs/60152505.mkv
多情痴心人,http://em.21dtv.com/songs/60153319.mkv
大桥上,http://em.21dtv.com/songs/60102449.mkv
多事的秋,http://em.21dtv.com/songs/60016202.mkv
当时的月亮,http://em.21dtv.com/songs/60014591.mkv
当我想你的时候(演唱会),http://em.21dtv.com/songs/60014624.mkv
地心,http://em.21dtv.com/songs/60015667.mkv
单行道,http://em.21dtv.com/songs/60014341.mkv
多余的温柔,http://em.21dtv.com/songs/60153318.mkv
但愿人长久,http://em.21dtv.com/songs/60014437.mkv
但愿人长久(演唱会),http://em.21dtv.com/songs/60014429.mkv
带着梦飞翔,http://em.21dtv.com/songs/60014287.mkv
儿时,http://em.21dtv.com/songs/60152503.mkv
everything,http://em.21dtv.com/songs/60001579.mkv
eyes on me,http://em.21dtv.com/songs/60001599.mkv
飞,http://em.21dtv.com/songs/60016777.mkv
飞得更高(演唱会),http://em.21dtv.com/songs/60016794.mkv
分居,http://em.21dtv.com/songs/60017001.mkv
fly away(演唱会),http://em.21dtv.com/songs/60001710.mkv
分手,http://em.21dtv.com/songs/60017034.mkv
分手旅行,http://em.21dtv.com/songs/60017098.mkv
飞向未来(演唱会),http://em.21dtv.com/songs/60016871.mkv
敷衍,http://em.21dtv.com/songs/60017646.mkv
风雨飘扬,http://em.21dtv.com/songs/60091746.mkv
浮躁,http://em.21dtv.com/songs/60016753.mkv
浮躁(演唱会),http://em.21dtv.com/songs/60017686.mkv
放纵的舞步,http://em.21dtv.com/songs/60093001.mkv
割爱,http://em.21dtv.com/songs/60018352.mkv
孤单,http://em.21dtv.com/songs/60018825.mkv
gloomy salad days(演唱会),http://em.21dtv.com/songs/60001914.mkv
光明,http://em.21dtv.com/songs/60081695.mkv
感情生活,http://em.21dtv.com/songs/60018038.mkv
感情生活(演唱会),http://em.21dtv.com/songs/60018037.mkv
甘心再生一世,http://em.21dtv.com/songs/60017877.mkv
过眼云烟,http://em.21dtv.com/songs/60019538.mkv
光之翼,http://em.21dtv.com/songs/60019328.mkv
蝴蝶,http://em.21dtv.com/songs/60020823.mkv
红豆(双语种),http://em.21dtv.com/songs/60020829.mkv
红豆偿还,http://em.21dtv.com/songs/60088322.mkv
红粉菲菲,http://em.21dtv.com/songs/60093005.mkv
花火,http://em.21dtv.com/songs/60021403.mkv
花火(演唱会),http://em.21dtv.com/songs/60021397.mkv
黄昏里,http://em.21dtv.com/songs/60101452.mkv
挥挥手,http://em.21dtv.com/songs/60022059.mkv
皇后与我,http://em.21dtv.com/songs/60021885.mkv
河流,http://em.21dtv.com/songs/60116993.mkv
怀念(演唱会),http://em.21dtv.com/songs/60021641.mkv
忽然间,http://em.21dtv.com/songs/60091740.mkv
花事了,http://em.21dtv.com/songs/60021481.mkv
胡思乱想(演唱会),http://em.21dtv.com/songs/60021212.mkv
寒武纪,http://em.21dtv.com/songs/60019908.mkv
恒星,http://em.21dtv.com/songs/60102452.mkv
回忆是红色天空,http://em.21dtv.com/songs/60022252.mkv
哗一声之后,http://em.21dtv.com/songs/60091738.mkv
或者,http://em.21dtv.com/songs/60022494.mkv
孩子气,http://em.21dtv.com/songs/60019679.mkv
将爱,http://em.21dtv.com/songs/60023365.mkv
精彩,http://em.21dtv.com/songs/60024109.mkv
加德满都的风铃,http://em.21dtv.com/songs/60094199.mkv
酒馆情歌,http://em.21dtv.com/songs/60024411.mkv
季候风,http://em.21dtv.com/songs/60022747.mkv
季候风(演唱会),http://em.21dtv.com/songs/60022745.mkv
借口,http://em.21dtv.com/songs/60022631.mkv
眷恋,http://em.21dtv.com/songs/60101451.mkv
寂寞(演唱会),http://em.21dtv.com/songs/60022816.mkv
寂寞列车,http://em.21dtv.com/songs/60095205.mkv
假面生活,http://em.21dtv.com/songs/60127583.mkv
假期,http://em.21dtv.com/songs/60023086.mkv
借我一支烟,http://em.21dtv.com/songs/60169374.mkv
觉醒,http://em.21dtv.com/songs/60076211.mkv
静夜单簧管(演唱会),http://em.21dtv.com/songs/60024273.mkv
就值得了爱,http://em.21dtv.com/songs/60024688.mkv
给自己的情书,http://em.21dtv.com/songs/60018606.mkv
给自已的情书,http://em.21dtv.com/songs/60121953.mkv
可爱的人生(演唱会),http://em.21dtv.com/songs/60025247.mkv
可爱眼睛,http://em.21dtv.com/songs/60025270.mkv
空城,http://em.21dtv.com/songs/60025435.mkv
空的发狂,http://em.21dtv.com/songs/60102463.mkv
开到荼靡,http://em.21dtv.com/songs/60024984.mkv
可否抱紧我,http://em.21dtv.com/songs/60025287.mkv
kisses in the wind(演唱会),http://em.21dtv.com/songs/60003188.mkv
看见快乐对我笑,http://em.21dtv.com/songs/60025081.mkv
空空如也,http://em.21dtv.com/songs/60154015.mkv
哭泣的拳头,http://em.21dtv.com/songs/60025571.mkv
宽恕,http://em.21dtv.com/songs/60088320.mkv
可是我还是学不会,http://em.21dtv.com/songs/60070845.mkv
脸,http://em.21dtv.com/songs/60026967.mkv
脸(演唱会),http://em.21dtv.com/songs/60026966.mkv
了断,http://em.21dtv.com/songs/60026488.mkv
泪的小花(演唱会),http://em.21dtv.com/songs/60026512.mkv
lets coart,http://em.21dtv.com/songs/60073500.mkv
流非飞,http://em.21dtv.com/songs/60027603.mkv
流非飞(演唱会),http://em.21dtv.com/songs/60027602.mkv
掠过(无原唱),http://em.21dtv.com/songs/60028004.mkv
流浪,http://em.21dtv.com/songs/60080798.mkv
流泪的海,http://em.21dtv.com/songs/60153320.mkv
流浪的红舞鞋,http://em.21dtv.com/songs/60027634.mkv
流泪的心窝,http://em.21dtv.com/songs/60162295.mkv
啦啦啦,http://em.21dtv.com/songs/60102447.mkv
浪漫风暴(演唱会),http://em.21dtv.com/songs/60026236.mkv
老妈有爱,http://em.21dtv.com/songs/60157607.mkv
流年,http://em.21dtv.com/songs/60027105.mkv
流年啊你奈我何,http://em.21dtv.com/songs/60113783.mkv
流年啊 你奈我何,http://em.21dtv.com/songs/60115256.mkv
Love Yourself,http://em.21dtv.com/songs/60162898.mkv
旅途,http://em.21dtv.com/songs/60086685.mkv
流星,http://em.21dtv.com/songs/60027725.mkv
练习失去,http://em.21dtv.com/songs/60109922.mkv
冷战,http://em.21dtv.com/songs/60026631.mkv
满,http://em.21dtv.com/songs/60029418.mkv
闷(演唱会),http://em.21dtv.com/songs/60029417.mkv
美错,http://em.21dtv.com/songs/60029111.mkv
慢火车,http://em.21dtv.com/songs/60028578.mkv
迷魂记,http://em.21dtv.com/songs/60029870.mkv
梦幻旅程,http://em.21dtv.com/songs/60029543.mkv
michelle的第一天,http://em.21dtv.com/songs/60070374.mkv
miss you night and day,http://em.21dtv.com/songs/60003841.mkv
门开了(演唱会),http://em.21dtv.com/songs/60029408.mkv
迷路,http://em.21dtv.com/songs/60029896.mkv
迷路(演唱会),http://em.21dtv.com/songs/60029890.mkv
名利场,http://em.21dtv.com/songs/60095315.mkv
美丽世界的孤儿(演唱会),http://em.21dtv.com/songs/60029272.mkv
美丽中国梦,http://em.21dtv.com/songs/60103465.mkv
妈妈(演唱会),http://em.21dtv.com/songs/60028203.mkv
母亲,http://em.21dtv.com/songs/60083442.mkv
母亲的呼唤,http://em.21dtv.com/songs/60076757.mkv
MR. MAN,http://em.21dtv.com/songs/60152502.mkv
末日(演唱会),http://em.21dtv.com/songs/60030382.mkv
闷人咖啡,http://em.21dtv.com/songs/60029419.mkv
没时间干,http://em.21dtv.com/songs/60151067.mkv
明天我要嫁给你(演唱会),http://em.21dtv.com/songs/60030214.mkv
梦想的光芒,http://em.21dtv.com/songs/60029676.mkv
梦醒了,http://em.21dtv.com/songs/60029713.mkv
梦游(演唱会),http://em.21dtv.com/songs/60029741.mkv
蜜月期,http://em.21dtv.com/songs/60029989.mkv
麻醉,http://em.21dtv.com/songs/60028346.mkv
麻醉(演唱会),http://em.21dtv.com/songs/60028343.mkv
梦中的地方,http://em.21dtv.com/songs/60131251.mkv
梦中人(演唱会),http://em.21dtv.com/songs/60029811.mkv
你,http://em.21dtv.com/songs/60102442.mkv
你不知道,http://em.21dtv.com/songs/60100910.mkv
你的心已不见,http://em.21dtv.com/songs/60091737.mkv
怒放的生命,http://em.21dtv.com/songs/60032788.mkv
怒放的生命(演唱会),http://em.21dtv.com/songs/60032787.mkv
你高兴就好,http://em.21dtv.com/songs/60153316.mkv
那个雨天那个路口,http://em.21dtv.com/songs/60086714.mkv
奈何,http://em.21dtv.com/songs/60101450.mkv
你还在我歌里,http://em.21dtv.com/songs/60147093.mkv
你快乐所以我快乐,http://em.21dtv.com/songs/60031874.mkv
那年我五岁,http://em.21dtv.com/songs/60146481.mkv
女人鞋,http://em.21dtv.com/songs/60032968.mkv
你是我心爱的姑娘,http://em.21dtv.com/songs/60032169.mkv
你少在那边,http://em.21dtv.com/songs/60145166.mkv
你喜欢不如我喜欢,http://em.21dtv.com/songs/60032346.mkv
那夜,http://em.21dtv.com/songs/60030799.mkv
你走你的路,http://em.21dtv.com/songs/60128161.mkv
你走你的路(演唱会),http://em.21dtv.com/songs/60128161.mkv
你在我心中,http://em.21dtv.com/songs/60032479.mkv
你在终点等我,http://em.21dtv.com/songs/60127209.mkv
On and On,http://em.21dtv.com/songs/60114568.mkv
平凡最浪漫,http://em.21dtv.com/songs/60033607.mkv
扑火,http://em.21dtv.com/songs/60033689.mkv
贫瘠之歌(演唱会),http://em.21dtv.com/songs/60094201.mkv
破碎的歌谣,http://em.21dtv.com/songs/60102461.mkv
普通DISCO,http://em.21dtv.com/songs/60151331.mkv
情变,http://em.21dtv.com/songs/60091741.mkv
青春(演唱会),http://em.21dtv.com/songs/60034657.mkv
琴岛之恋,http://em.21dtv.com/songs/60091594.mkv
清风徐来,http://em.21dtv.com/songs/60114693.mkv
情歌里的你,http://em.21dtv.com/songs/60155584.mkv
气候风,http://em.21dtv.com/songs/60088321.mkv
情诫,http://em.21dtv.com/songs/60035050.mkv
情诫(演唱会),http://em.21dtv.com/songs/60035049.mkv
情留哈达铺,http://em.21dtv.com/songs/60169380.mkv
千年故里,http://em.21dtv.com/songs/60167500.mkv
轻轻吻,http://em.21dtv.com/songs/60157580.mkv
去无方向,http://em.21dtv.com/songs/60102445.mkv
情雪,http://em.21dtv.com/songs/60035400.mkv
情心不变,http://em.21dtv.com/songs/60091743.mkv
情已灭,http://em.21dtv.com/songs/60091742.mkv
千言万语(演唱会),http://em.21dtv.com/songs/60034172.mkv
棋子,http://em.21dtv.com/songs/60033986.mkv
如风,http://em.21dtv.com/songs/60036736.mkv
如风(演唱会),http://em.21dtv.com/songs/60036735.mkv
如果风不再吹,http://em.21dtv.com/songs/60102450.mkv
如果你是假的,http://em.21dtv.com/songs/60092999.mkv
如果你也会想起我,http://em.21dtv.com/songs/60131657.mkv
任何故事,http://em.21dtv.com/songs/60091736.mkv
人间,http://em.21dtv.com/songs/60036328.mkv
如你所愿,http://em.21dtv.com/songs/60037024.mkv
若你忘了初心,http://em.21dtv.com/songs/60155585.mkv
若你真爱我,http://em.21dtv.com/songs/60037107.mkv
软弱,http://em.21dtv.com/songs/60103473.mkv
仍是旧句子,http://em.21dtv.com/songs/60036596.mkv
让我们在一起,http://em.21dtv.com/songs/60085639.mkv
让我送你花一朵,http://em.21dtv.com/songs/60069750.mkv
容易受伤的女人,http://em.21dtv.com/songs/60036697.mkv
容易受伤的女人(国语),http://vodcdn.video.taobao.com/oss/ali-video/84722d96b62883dafdcc154afbf0bb03/video.m3u8
容易受伤的女人(演唱会),http://em.21dtv.com/songs/60036694.mkv
容易受伤的女人(粤语),http://vodcdn.video.taobao.com/oss/ali-video/ed5aed790e002b229c9a8870e900f985/video.m3u8
时代的标记+一起摇摆+河流+春天里+存在,http://em.21dtv.com/songs/60150816.mkv
山的那一边,http://em.21dtv.com/songs/60131919.mkv
十二月的泪,http://em.21dtv.com/songs/60038942.mkv
时光倒流,http://em.21dtv.com/songs/60039099.mkv
神魂颠倒,http://em.21dtv.com/songs/60038451.mkv
色诫,http://em.21dtv.com/songs/60037407.mkv
时间仍然继续在走,http://em.21dtv.com/songs/60090463.mkv
生来孤独,http://em.21dtv.com/songs/60100911.mkv
生来彷徨,http://em.21dtv.com/songs/60081998.mkv
碎梦,http://em.21dtv.com/songs/60037409.mkv
什么也不知道(演唱会),http://em.21dtv.com/songs/60038432.mkv
生命中的一天,http://em.21dtv.com/songs/60038594.mkv
丧失,http://em.21dtv.com/songs/60039688.mkv
傻傻的,http://em.21dtv.com/songs/60037545.mkv
summer of love,http://em.21dtv.com/songs/60005339.mkv
守望麦田,http://em.21dtv.com/songs/60039693.mkv
三五朋友约一下,http://em.21dtv.com/songs/60154490.mkv
睡醒,http://em.21dtv.com/songs/60040296.mkv
收信快乐,http://em.21dtv.com/songs/60039603.mkv
誓言,http://em.21dtv.com/songs/60039575.mkv
所有人都在玩手机+夜猫,http://em.21dtv.com/songs/60152504.mkv
颂英雄,http://em.21dtv.com/songs/60040713.mkv
深夜一个人,http://em.21dtv.com/songs/60093002.mkv
试着了解,http://em.21dtv.com/songs/60039375.mkv
推翻,http://em.21dtv.com/songs/60041547.mkv
听风的歌,http://em.21dtv.com/songs/60042530.mkv
铁罐咖啡,http://em.21dtv.com/songs/60042476.mkv
天空,http://em.21dtv.com/songs/60041879.mkv
天空(演唱会),http://em.21dtv.com/songs/60041874.mkv
天使,http://em.21dtv.com/songs/60042027.mkv
天使(演唱会),http://em.21dtv.com/songs/60042021.mkv
天使的心,http://em.21dtv.com/songs/60091739.mkv
天上人间,http://em.21dtv.com/songs/60086872.mkv
她往月亮走,http://em.21dtv.com/songs/60041166.mkv
天与地,http://em.21dtv.com/songs/60042289.mkv
天与地(演唱会),http://em.21dtv.com/songs/60042286.mkv
天之涯,http://em.21dtv.com/songs/60042327.mkv
晚安北京(演唱会),http://em.21dtv.com/songs/60043208.mkv
我爱你生活,http://em.21dtv.com/songs/60101415.mkv
我爱你中国,http://em.21dtv.com/songs/60155072.mkv
我爱上你的时候,http://em.21dtv.com/songs/60148252.mkv
我不是你的回忆,http://em.21dtv.com/songs/60129391.mkv
无常,http://em.21dtv.com/songs/60047070.mkv
无处安放,http://em.21dtv.com/songs/60151330.mkv
我的爱,http://em.21dtv.com/songs/60095206.mkv
我的路,http://em.21dtv.com/songs/60086916.mkv
我当你空气,http://em.21dtv.com/songs/60164508.mkv
忘掉你像忘掉我,http://em.21dtv.com/songs/60043517.mkv
无非是爱,http://em.21dtv.com/songs/60047117.mkv
为非作歹(演唱会),http://em.21dtv.com/songs/60043852.mkv
温歌华悲伤一号,http://em.21dtv.com/songs/60044325.mkv
我会在这儿等你,http://em.21dtv.com/songs/60091592.mkv
玩具,http://em.21dtv.com/songs/60093003.mkv
我记得你眼里的依恋,http://em.21dtv.com/songs/60045624.mkv
无家可归的人,http://em.21dtv.com/songs/60105209.mkv
忘了我,http://em.21dtv.com/songs/60153543.mkv
我们不是永远都那么勇敢,http://em.21dtv.com/songs/60045779.mkv
我们不要伤心了,http://em.21dtv.com/songs/60045780.mkv
我们的爱情,http://em.21dtv.com/songs/60065085.mkv
我们的梦,http://em.21dtv.com/songs/60045816.mkv
无名之辈,http://em.21dtv.com/songs/60098550.mkv
